sqft_living,bedrooms,price
2640.0,3.0,930000.0
1770.0,4.0,600000.0
2750.0,4.0,419900.0
1810.0,3.0,540000.0
1950.0,2.0,555000.0
4370.0,4.0,1030000.0
1350.0,3.0,245000.0
700.0,2.0,119900.0
1560.0,3.0,250000.0
2690.0,7.0,597157.0
1340.0,3.0,320000.0
1960.0,4.0,490000.0
3190.0,4.0,419000.0
3730.0,4.0,1490000.0
1160.0,3.0,305000.0
3920.0,4.0,1480000.0
3120.0,5.0,1940000.0
1400.0,2.0,358500.0
550.0,1.0,290000.0
1740.0,3.0,568000.0
1950.0,3.0,530000.0
1530.0,3.0,529000.0
1150.0,3.0,465000.0
4320.0,4.0,1040000.0
1010.0,2.0,459000.0
2750.0,4.0,1030000.0
2560.0,3.0,599000.0
1860.0,3.0,294900.0
2400.0,5.0,406550.0
1760.0,3.0,455000.0
1620.0,3.0,290000.0
1920.0,4.0,341000.0
1360.0,3.0,425000.0
1220.0,4.0,231000.0
2090.0,4.0,338000.0
1980.0,4.0,361500.0
2950.0,4.0,455000.0
3100.0,4.0,435000.0
1470.0,3.0,215000.0
2210.0,4.0,360000.0
880.0,2.0,427550.0
1440.0,4.0,472500.0
2320.0,2.0,360000.0
1840.0,3.0,521000.0
2110.0,3.0,355000.0
1660.0,3.0,247500.0
1440.0,3.0,375000.0
1390.0,3.0,550000.0
3560.0,6.0,1100000.0
1430.0,4.0,224500.0
3090.0,4.0,549950.0
740.0,2.0,178500.0
1780.0,4.0,355000.0
3080.0,5.0,1130000.0
1150.0,2.0,599950.0
1340.0,3.0,255000.0
3720.0,4.0,1370000.0
3450.0,5.0,380000.0
480.0,1.0,170000.0
2220.0,4.0,580000.0
2683.0,4.0,822000.0
1650.0,3.0,359000.0
1390.0,3.0,190500.0
1280.0,3.0,478000.0
1350.0,3.0,385000.0
2030.0,3.0,643000.0
1420.0,3.0,147200.0
3640.0,4.0,630000.0
1470.0,2.0,865000.0
1980.0,3.0,615000.0
1070.0,2.0,312500.0
2390.0,4.0,606000.0
2640.0,6.0,880000.0
2710.0,5.0,715000.0
1250.0,3.0,712000.0
1360.0,2.0,255000.0
1990.0,4.0,302500.0
2310.0,4.0,524000.0
2560.0,2.0,790000.0
1830.0,3.0,373000.0
1450.0,2.0,590000.0
2270.0,4.0,311750.0
1654.0,3.0,336600.0
3170.0,4.0,750000.0
1400.0,3.0,241500.0
2850.0,4.0,645000.0
2390.0,3.0,335000.0
1810.0,3.0,300000.0
4040.0,4.0,2270000.0
3030.0,5.0,321000.0
2390.0,3.0,978000.0
740.0,2.0,157500.0
2320.0,3.0,568000.0
2460.0,4.0,818000.0
1650.0,3.0,280000.0
1430.0,3.0,427500.0
2060.0,3.0,460000.0
2260.0,4.0,833000.0
1930.0,4.0,469500.0
900.0,2.0,210000.0
1110.0,2.0,440150.0
1860.0,2.0,380000.0
1990.0,3.0,359000.0
2400.0,4.0,856600.0
2400.0,5.0,745000.0
2610.0,5.0,440000.0
2390.0,4.0,799000.0
2390.0,4.0,675000.0
3610.0,4.0,510000.0
2160.0,4.0,355000.0
1020.0,2.0,450000.0
2040.0,5.0,449500.0
2090.0,4.0,385000.0
1520.0,3.0,405000.0
2370.0,3.0,540000.0
1910.0,3.0,700000.0
2650.0,4.0,745000.0
2180.0,4.0,726500.0
2540.0,4.0,525000.0
2810.0,5.0,1170000.0
2160.0,3.0,549950.0
1400.0,3.0,435000.0
1720.0,3.0,498000.0
3680.0,3.0,770000.0
2800.0,4.0,365000.0
3890.0,4.0,850000.0
2100.0,3.0,509250.0
4370.0,4.0,473000.0
2390.0,4.0,1200000.0
1770.0,3.0,240000.0
1260.0,2.0,785000.0
1280.0,3.0,470000.0
2380.0,4.0,782000.0
1580.0,3.0,489950.0
2080.0,4.0,550000.0
1510.0,3.0,441500.0
3190.0,4.0,589450.0
1120.0,2.0,315000.0
3020.0,4.0,530000.0
1320.0,3.0,402000.0
710.0,2.0,239000.0
1970.0,3.0,291700.0
1730.0,4.0,243400.0
660.0,1.0,250000.0
3760.0,3.0,2230000.0
2360.0,5.0,525000.0
2620.0,3.0,355000.0
2060.0,2.0,348140.0
1440.0,3.0,337000.0
1300.0,4.0,175000.0
3630.0,5.0,633000.0
4610.0,5.0,1170000.0
5584.0,4.0,1680000.0
3080.0,4.0,1400000.0
2960.0,4.0,472500.0
2150.0,4.0,392500.0
1425.0,3.0,467000.0
2760.0,4.0,600000.0
1180.0,3.0,342400.0
1020.0,3.0,241000.0
1560.0,3.0,303000.0
1880.0,4.0,616500.0
2460.0,4.0,568500.0
2130.0,4.0,250000.0
750.0,2.0,135000.0
1870.0,2.0,390000.0
890.0,3.0,153500.0
2560.0,3.0,695000.0
1380.0,3.0,350000.0
1160.0,2.0,495000.0
1780.0,4.0,395000.0
1670.0,3.0,620000.0
960.0,3.0,160000.0
1040.0,3.0,390000.0
1020.0,3.0,293000.0
2160.0,3.0,733000.0
1570.0,3.0,367500.0
2720.0,5.0,740000.0
1730.0,3.0,257000.0
2940.0,4.0,1390000.0
2050.0,4.0,245000.0
680.0,2.0,500000.0
2820.0,4.0,321027.0
3030.0,4.0,835000.0
2578.0,4.0,400950.0
2430.0,3.0,550000.0
1810.0,3.0,550000.0
1490.0,3.0,289000.0
1370.0,3.0,307000.0
2310.0,4.0,364950.0
1480.0,3.0,516500.0
2850.0,3.0,799990.0
2529.0,3.0,370950.0
1520.0,3.0,738000.0
1550.0,3.0,430000.0
1890.0,3.0,240000.0
990.0,3.0,226550.0
1250.0,3.0,225000.0
1960.0,3.0,449000.0
2480.0,3.0,408506.0
2220.0,4.0,625000.0
3640.0,4.0,1650000.0
1460.0,3.0,310000.0
2000.0,3.0,290000.0
1530.0,4.0,620000.0
1090.0,3.0,219000.0
1800.0,4.0,272000.0
3840.0,4.0,829900.0
2060.0,3.0,339989.0
970.0,2.0,495000.0
2250.0,4.0,801501.0
2950.0,4.0,1870000.0
1780.0,3.0,500000.0
1740.0,3.0,415000.0
3420.0,5.0,925000.0
1680.0,4.0,275000.0
1700.0,4.0,420000.0
2990.0,4.0,785000.0
1740.0,3.0,342000.0
1900.0,4.0,375000.0
4910.0,6.0,1680000.0
3440.0,4.0,1350000.0
3720.0,4.0,857000.0
1370.0,6.0,175000.0
2440.0,4.0,480000.0
1220.0,4.0,483000.0
1090.0,3.0,196000.0
1250.0,2.0,290000.0
4480.0,4.0,835000.0
3050.0,3.0,2000000.0
2510.0,3.0,363000.0
2800.0,3.0,920000.0
2150.0,3.0,380000.0
2490.0,3.0,654300.0
1480.0,3.0,856000.0
1370.0,3.0,560000.0
5310.0,7.0,2300000.0
3020.0,3.0,515000.0
2750.0,4.0,763776.0
1480.0,3.0,510000.0
1110.0,2.0,410500.0
1950.0,4.0,225000.0
4420.0,4.0,2700000.0
1240.0,2.0,727500.0
2230.0,5.0,920000.0
1370.0,3.0,245000.0
2390.0,3.0,363000.0
1460.0,3.0,480000.0
2390.0,2.0,699950.0
2850.0,4.0,875000.0
1710.0,3.0,358990.0
1360.0,4.0,273500.0
2490.0,3.0,533500.0
3560.0,4.0,860000.0
1330.0,3.0,263500.0
1310.0,3.0,310000.0
1690.0,3.0,265000.0
2310.0,4.0,330000.0
3050.0,3.0,555000.0
1400.0,3.0,315000.0
760.0,2.0,430000.0
1540.0,3.0,520000.0
1650.0,3.0,422250.0
830.0,2.0,301500.0
2010.0,4.0,324900.0
1220.0,2.0,286308.0
1255.0,3.0,312000.0
4500.0,4.0,1520000.0
1890.0,3.0,550000.0
4070.0,4.0,889000.0
2420.0,4.0,549000.0
4390.0,4.0,1050000.0
2190.0,4.0,725000.0
3340.0,4.0,870000.0
1300.0,3.0,385000.0
1360.0,2.0,525000.0
1380.0,3.0,505000.0
2070.0,3.0,675000.0
2160.0,4.0,518000.0
1350.0,3.0,585000.0
1690.0,3.0,461000.0
1750.0,3.0,232603.0
3400.0,3.0,1300000.0
1460.0,3.0,381000.0
1650.0,3.0,334999.0
3910.0,3.0,1700000.0
2820.0,5.0,599000.0
2750.0,5.0,980000.0
1890.0,3.0,570000.0
2200.0,4.0,423000.0
1140.0,3.0,310000.0
1860.0,5.0,338000.0
1950.0,3.0,298000.0
2510.0,5.0,569950.0
1490.0,3.0,285000.0
1020.0,3.0,285000.0
1660.0,3.0,605000.0
1920.0,3.0,443000.0
1820.0,3.0,683500.0
1830.0,4.0,383000.0
780.0,2.0,220000.0
1040.0,2.0,535000.0
940.0,3.0,163500.0
1720.0,3.0,525000.0
2420.0,4.0,345000.0
2510.0,4.0,410000.0
1310.0,4.0,421000.0
1790.0,3.0,544000.0
1230.0,2.0,380000.0
1950.0,4.0,560000.0
2050.0,3.0,585000.0
2050.0,5.0,629000.0
1870.0,4.0,285000.0
2780.0,4.0,645000.0
3530.0,4.0,1280000.0
2290.0,4.0,349900.0
1250.0,2.0,449000.0
2160.0,3.0,756000.0
2090.0,3.0,248500.0
1510.0,3.0,520000.0
2410.0,3.0,620000.0
840.0,2.0,445000.0
2730.0,5.0,542500.0
1410.0,3.0,382000.0
1120.0,3.0,230000.0
750.0,2.0,258305.0
3070.0,4.0,1900000.0
3700.0,3.0,489000.0
2070.0,4.0,375000.0
2150.0,3.0,569000.0
1310.0,3.0,196500.0
2550.0,4.0,561000.0
2120.0,3.0,765000.0
2650.0,4.0,665000.0
2020.0,3.0,556000.0
2610.0,4.0,1000000.0
1280.0,2.0,230000.0
1300.0,3.0,281000.0
1740.0,4.0,515000.0
3010.0,4.0,728725.0
1320.0,3.0,210000.0
2880.0,3.0,720000.0
3290.0,3.0,1480000.0
3110.0,4.0,399950.0
2010.0,4.0,245000.0
1900.0,3.0,239950.0
1780.0,3.0,266000.0
1670.0,3.0,785000.0
1670.0,3.0,246950.0
1710.0,3.0,575000.0
1780.0,3.0,477000.0
920.0,2.0,280300.0
1760.0,3.0,608000.0
2220.0,3.0,400000.0
1240.0,3.0,185000.0
3050.0,3.0,840000.0
900.0,2.0,381500.0
2670.0,4.0,630000.0
1370.0,3.0,168000.0
2200.0,4.0,450000.0
1580.0,3.0,617450.0
3560.0,6.0,835000.0
1570.0,3.0,318000.0
1910.0,3.0,532000.0
2210.0,4.0,620000.0
1820.0,4.0,825000.0
2230.0,4.0,460000.0
2750.0,4.0,865000.0
810.0,2.0,253500.0
1770.0,4.0,235000.0
2900.0,5.0,310000.0
1850.0,3.0,257000.0
1110.0,3.0,299900.0
2430.0,4.0,381500.0
2440.0,3.0,679900.0
2370.0,3.0,510000.0
1610.0,3.0,245000.0
1880.0,3.0,554500.0
1670.0,4.0,400000.0
3260.0,7.0,770000.0
840.0,2.0,202000.0
1770.0,4.0,507000.0
1560.0,3.0,213675.0
1470.0,3.0,454280.0
1780.0,3.0,475000.0
950.0,2.0,450000.0
3810.0,4.0,878000.0
2130.0,3.0,675000.0
4495.0,5.0,870000.0
2290.0,4.0,625000.0
1340.0,3.0,186000.0
1810.0,4.0,495000.0
690.0,2.0,260000.0
2980.0,4.0,1340000.0
1130.0,3.0,400000.0
2170.0,4.0,565000.0
980.0,2.0,395000.0
2070.0,4.0,372000.0
3500.0,5.0,750000.0
1950.0,3.0,260000.0
1620.0,3.0,334950.0
760.0,2.0,352000.0
2180.0,3.0,445000.0
1560.0,3.0,545500.0
1910.0,3.0,441000.0
1460.0,3.0,521000.0
1200.0,3.0,402000.0
1950.0,5.0,525126.0
1710.0,3.0,397000.0
1300.0,4.0,312000.0
1030.0,3.0,240000.0
3000.0,4.0,705000.0
1690.0,3.0,482500.0
2760.0,4.0,1100000.0
1430.0,3.0,552000.0
2370.0,3.0,330000.0
810.0,2.0,206000.0
1060.0,3.0,230000.0
1650.0,3.0,500000.0
3720.0,4.0,1280000.0
1330.0,3.0,230000.0
780.0,2.0,248500.0
1470.0,3.0,250000.0
3460.0,8.0,808000.0
2510.0,3.0,699950.0
5461.0,4.0,545000.0
3030.0,4.0,880000.0
3770.0,4.0,665000.0
1820.0,4.0,265000.0
1620.0,3.0,800000.0
2880.0,6.0,525000.0
3010.0,4.0,754999.0
1410.0,3.0,415000.0
1460.0,3.0,499000.0
3390.0,4.0,859900.0
2330.0,3.0,325000.0
2580.0,4.0,354000.0
1870.0,4.0,700000.0
1540.0,3.0,402000.0
2300.0,4.0,342000.0
1320.0,3.0,475000.0
840.0,2.0,251000.0
3300.0,6.0,484000.0
2800.0,4.0,440000.0
1380.0,3.0,335000.0
2540.0,4.0,652500.0
1740.0,3.0,601000.0
2540.0,3.0,690000.0
970.0,2.0,261000.0
1060.0,3.0,326500.0
1940.0,4.0,505000.0
1790.0,4.0,401500.0
2260.0,3.0,777700.0
1900.0,6.0,649950.0
3620.0,3.0,1160000.0
1010.0,3.0,234000.0
1930.0,2.0,559000.0
2100.0,3.0,277950.0
1920.0,3.0,625000.0
1200.0,3.0,438000.0
2130.0,4.0,955500.0
2540.0,2.0,580000.0
2090.0,3.0,424950.0
1270.0,3.0,510500.0
2170.0,3.0,848000.0
1510.0,3.0,450000.0
2870.0,2.0,570000.0
1090.0,3.0,406000.0
1320.0,3.0,275000.0
1770.0,3.0,660000.0
2760.0,5.0,424950.0
750.0,2.0,295000.0
2120.0,4.0,1320000.0
1250.0,3.0,225000.0
2780.0,3.0,815000.0
1100.0,2.0,474000.0
1420.0,3.0,615000.0
870.0,3.0,180000.0
1940.0,4.0,500000.0
1870.0,3.0,285000.0
1150.0,1.0,115000.0
2570.0,4.0,719000.0
1560.0,3.0,360000.0
1910.0,4.0,620000.0
1230.0,4.0,569000.0
1950.0,3.0,440000.0
2010.0,4.0,774000.0
1470.0,2.0,548000.0
2730.0,4.0,505000.0
1860.0,3.0,590000.0
1050.0,3.0,400000.0
3240.0,5.0,612995.0
1100.0,3.0,428750.0
1570.0,3.0,253000.0
1090.0,3.0,200000.0
2000.0,4.0,459950.0
4180.0,5.0,1020000.0
1100.0,2.0,440000.0
520.0,2.0,82500.0
1510.0,3.0,675000.0
1340.0,3.0,545000.0
3370.0,4.0,813000.0
530.0,1.0,355000.0
1410.0,3.0,700000.0
1040.0,2.0,325000.0
1820.0,3.0,480000.0
1800.0,3.0,539000.0
1870.0,4.0,230000.0
790.0,2.0,100000.0
1140.0,3.0,243800.0
1470.0,3.0,238000.0
3890.0,4.0,970000.0
2220.0,3.0,490000.0
2050.0,3.0,273000.0
2100.0,4.0,635000.0
2350.0,3.0,568000.0
3220.0,4.0,825000.0
3180.0,4.0,1320000.0
2090.0,4.0,775000.0
3220.0,4.0,890000.0
2510.0,4.0,706000.0
2030.0,4.0,420000.0
4050.0,9.0,450000.0
1400.0,4.0,242025.0
2280.0,3.0,850000.0
2610.0,3.0,605000.0
1800.0,3.0,655000.0
2630.0,2.0,750000.0
2140.0,3.0,640000.0
2510.0,4.0,588000.0
1540.0,3.0,450000.0
1700.0,3.0,475000.0
1960.0,3.0,480000.0
2690.0,5.0,469000.0
1060.0,3.0,320000.0
860.0,3.0,399000.0
2690.0,3.0,555000.0
2240.0,4.0,450000.0
1540.0,3.0,492450.0
1430.0,3.0,280000.0
1200.0,3.0,160000.0
1440.0,4.0,352000.0
2280.0,4.0,530000.0
2530.0,4.0,331950.0
3990.0,5.0,610000.0
2460.0,5.0,485000.0
1360.0,3.0,253200.0
1830.0,3.0,295000.0
1480.0,2.0,459000.0
1240.0,3.0,222000.0
3690.0,4.0,865000.0
2880.0,4.0,536000.0
3390.0,5.0,460000.0
910.0,3.0,244000.0
2200.0,3.0,924000.0
4020.0,8.0,900000.0
1820.0,3.0,875000.0
1400.0,3.0,570000.0
6980.0,6.0,3100000.0
1680.0,3.0,545000.0
2000.0,3.0,325000.0
2320.0,6.0,384000.0
1690.0,2.0,564000.0
3720.0,4.0,828500.0
2235.0,3.0,337000.0
1600.0,3.0,308950.0
2050.0,3.0,760000.0
1830.0,2.0,600000.0
2450.0,3.0,325000.0
2740.0,5.0,515000.0
680.0,2.0,193000.0
2980.0,4.0,1630000.0
1800.0,3.0,670000.0
1100.0,3.0,241450.0
3580.0,3.0,725000.0
1770.0,4.0,500000.0
1070.0,3.0,152000.0
4140.0,5.0,720000.0
2320.0,4.0,310000.0
2530.0,4.0,525000.0
1010.0,2.0,289000.0
1490.0,3.0,305000.0
2520.0,5.0,350000.0
1600.0,4.0,280000.0
2790.0,3.0,478000.0
2550.0,3.0,808000.0
4450.0,5.0,845950.0
1500.0,2.0,308625.0
1440.0,2.0,203000.0
2820.0,4.0,450000.0
2500.0,3.0,705000.0
1760.0,3.0,688500.0
1640.0,3.0,250000.0
1170.0,3.0,200000.0
2510.0,5.0,570000.0
3650.0,4.0,824000.0
1010.0,2.0,560000.0
2130.0,2.0,707000.0
1260.0,3.0,300000.0
1090.0,3.0,236000.0
1970.0,3.0,420000.0
2810.0,4.0,395000.0
3150.0,4.0,700000.0
2810.0,4.0,454450.0
1100.0,2.0,625000.0
2060.0,4.0,322500.0
2600.0,4.0,270000.0
2310.0,3.0,627000.0
3060.0,4.0,465000.0
3650.0,5.0,1200000.0
2080.0,3.0,270000.0
1980.0,4.0,615000.0
1710.0,5.0,158550.0
3370.0,4.0,559630.0
1190.0,3.0,203000.0
1410.0,3.0,315000.0
1490.0,3.0,415000.0
2330.0,3.0,625000.0
1240.0,3.0,345000.0
1380.0,3.0,265000.0
810.0,2.0,299900.0
4700.0,4.0,1240000.0
1420.0,3.0,371000.0
1780.0,3.0,620000.0
2210.0,4.0,650000.0
2050.0,4.0,530000.0
1710.0,3.0,524250.0
2230.0,4.0,690000.0
1800.0,3.0,625000.0
1420.0,3.0,260000.0
1120.0,3.0,249950.0
3410.0,4.0,1580000.0
3180.0,5.0,895950.0
2260.0,4.0,379000.0
1740.0,4.0,339000.0
2980.0,4.0,565000.0
1010.0,3.0,200000.0
1540.0,3.0,180500.0
3720.0,4.0,960000.0
1680.0,4.0,588000.0
2320.0,4.0,640000.0
1740.0,3.0,395000.0
2640.0,4.0,359000.0
640.0,1.0,279200.0
2530.0,4.0,902000.0
1410.0,3.0,520000.0
2680.0,4.0,475000.0
3010.0,3.0,1100000.0
1550.0,2.0,805000.0
2610.0,4.0,294950.0
1720.0,3.0,420000.0
3050.0,5.0,760000.0
910.0,2.0,389000.0
1690.0,3.0,270000.0
1410.0,3.0,271920.0
2280.0,4.0,322000.0
1540.0,4.0,442500.0
2090.0,3.0,785000.0
1600.0,3.0,332500.0
1390.0,4.0,657100.0
1520.0,3.0,434900.0
1390.0,3.0,199000.0
1580.0,3.0,349900.0
3460.0,4.0,746500.0
1990.0,3.0,309000.0
1220.0,3.0,225000.0
1810.0,2.0,489000.0
2320.0,4.0,340000.0
2240.0,3.0,510000.0
3500.0,6.0,682500.0
1000.0,3.0,390000.0
2340.0,3.0,345000.0
1450.0,3.0,339000.0
1250.0,3.0,330000.0
740.0,2.0,350000.0
1520.0,4.0,640000.0
1260.0,3.0,352000.0
3560.0,4.0,1050000.0
2130.0,4.0,534000.0
2790.0,4.0,374950.0
1780.0,4.0,353000.0
1520.0,4.0,508450.0
3380.0,4.0,1430000.0
1790.0,3.0,584000.0
3980.0,4.0,1770000.0
2200.0,3.0,515000.0
1740.0,4.0,310000.0
1560.0,3.0,451000.0
3200.0,4.0,795000.0
1300.0,2.0,378000.0
3310.0,4.0,885000.0
1780.0,3.0,375000.0
2510.0,4.0,450800.0
1540.0,3.0,850000.0
2350.0,3.0,1300000.0
1100.0,2.0,570000.0
1660.0,3.0,410000.0
1030.0,3.0,267000.0
4410.0,4.0,1320000.0
880.0,2.0,454000.0
700.0,2.0,155000.0
1970.0,3.0,590000.0
2060.0,2.0,457000.0
2470.0,4.0,337000.0
2050.0,3.0,451000.0
1900.0,3.0,1210000.0
2000.0,5.0,229950.0
1220.0,3.0,575000.0
1610.0,2.0,280000.0
2480.0,3.0,920000.0
2170.0,4.0,546800.0
1040.0,3.0,600000.0
1580.0,3.0,325000.0
1320.0,3.0,425000.0
3266.0,4.0,418000.0
1050.0,3.0,339950.0
720.0,1.0,335000.0
3030.0,4.0,400000.0
2130.0,4.0,586000.0
2070.0,4.0,470500.0
3238.0,4.0,355425.0
1460.0,3.0,245000.0
1670.0,3.0,985000.0
1690.0,3.0,318000.0
2340.0,5.0,210000.0
1180.0,3.0,385000.0
3160.0,3.0,555000.0
4020.0,3.0,1080000.0
2170.0,3.0,913000.0
1175.0,3.0,775000.0
710.0,2.0,289000.0
2490.0,5.0,292000.0
1960.0,4.0,395000.0
2180.0,3.0,540000.0
1120.0,3.0,202500.0
1690.0,3.0,336900.0
1660.0,3.0,269950.0
2380.0,3.0,495000.0
2840.0,5.0,345000.0
1630.0,3.0,360000.0
2120.0,3.0,650000.0
2800.0,4.0,665000.0
2450.0,3.0,450000.0
1850.0,3.0,670000.0
1420.0,2.0,306500.0
3100.0,4.0,792000.0
2300.0,4.0,453000.0
930.0,2.0,395000.0
2100.0,4.0,735000.0
2460.0,6.0,535000.0
1490.0,3.0,735000.0
1920.0,3.0,652000.0
1740.0,3.0,379000.0
1850.0,3.0,330000.0
2980.0,5.0,595000.0
1680.0,3.0,308000.0
1530.0,4.0,325000.0
1220.0,3.0,271950.0
2390.0,4.0,589000.0
1660.0,3.0,315000.0
1750.0,5.0,269900.0
1860.0,3.0,510000.0
1480.0,3.0,650000.0
1880.0,3.0,452000.0
1850.0,3.0,245000.0
1360.0,2.0,279900.0
2830.0,4.0,738000.0
2780.0,4.0,995000.0
930.0,2.0,235000.0
2480.0,4.0,630000.0
2080.0,3.0,550000.0
1700.0,3.0,263950.0
1590.0,3.0,249000.0
1790.0,4.0,402000.0
930.0,2.0,160000.0
1760.0,2.0,420000.0
1030.0,3.0,570000.0
2650.0,3.0,660000.0
1960.0,3.0,550000.0
3190.0,4.0,2130000.0
790.0,1.0,350000.0
4470.0,4.0,885000.0
2460.0,4.0,693000.0
730.0,2.0,174950.0
1630.0,3.0,395000.0
1600.0,3.0,465000.0
1750.0,3.0,510000.0
2240.0,4.0,556000.0
4510.0,4.0,1060000.0
2210.0,4.0,334000.0
1070.0,2.0,640000.0
950.0,2.0,492000.0
5270.0,5.0,1800000.0
1320.0,3.0,232500.0
1790.0,3.0,402200.0
1530.0,3.0,230000.0
2500.0,4.0,350000.0
1150.0,3.0,213400.0
2700.0,5.0,744500.0
1680.0,4.0,290500.0
1490.0,3.0,245000.0
2580.0,4.0,799000.0
1650.0,3.0,438000.0
1460.0,2.0,699999.0
1330.0,3.0,320000.0
2040.0,4.0,450000.0
2160.0,3.0,530000.0
1140.0,2.0,276000.0
1250.0,3.0,888000.0
2500.0,4.0,241500.0
3490.0,4.0,734000.0
1770.0,4.0,355000.0
3470.0,4.0,920000.0
2810.0,4.0,855000.0
1876.0,3.0,613500.0
3060.0,3.0,650000.0
4110.0,4.0,1200000.0
890.0,3.0,358000.0
2930.0,4.0,749000.0
2560.0,3.0,619000.0
1680.0,3.0,350000.0
2390.0,4.0,625000.0
1980.0,4.0,744000.0
3160.0,5.0,980000.0
1140.0,2.0,255000.0
1620.0,4.0,375000.0
1900.0,4.0,450000.0
2270.0,5.0,513000.0
960.0,3.0,193000.0
2990.0,3.0,820000.0
1450.0,4.0,362500.0
1290.0,3.0,790000.0
1530.0,4.0,350000.0
1700.0,3.0,619500.0
2670.0,4.0,500000.0
2700.0,5.0,898000.0
1560.0,2.0,435000.0
2670.0,4.0,339950.0
2120.0,4.0,425000.0
3300.0,4.0,927000.0
2720.0,2.0,875000.0
1780.0,3.0,495000.0
2160.0,3.0,440000.0
2100.0,5.0,567000.0
1620.0,3.0,525000.0
2330.0,4.0,337500.0
2300.0,3.0,650000.0
1590.0,3.0,750000.0
4560.0,4.0,1210000.0
1320.0,3.0,410000.0
2460.0,5.0,835000.0
3220.0,4.0,800000.0
3090.0,4.0,1000000.0
1310.0,3.0,398000.0
2710.0,5.0,450000.0
2670.0,4.0,669950.0
1850.0,3.0,605000.0
2650.0,4.0,397450.0
1300.0,3.0,257500.0
870.0,2.0,395000.0
2650.0,4.0,350000.0
3080.0,4.0,889950.0
1970.0,3.0,432000.0
3370.0,3.0,425000.0
1640.0,3.0,645000.0
1000.0,2.0,265000.0
1590.0,3.0,300000.0
1160.0,3.0,361550.0
1730.0,4.0,465000.0
2100.0,4.0,305000.0
1150.0,3.0,350000.0
1060.0,2.0,228000.0
1440.0,2.0,445000.0
2060.0,1.0,360000.0
2330.0,4.0,1150000.0
2260.0,3.0,705000.0
2190.0,3.0,765000.0
1520.0,3.0,460000.0
3850.0,5.0,925000.0
2670.0,3.0,642000.0
2920.0,4.0,760000.0
2140.0,5.0,367777.0
1290.0,2.0,258800.0
2440.0,4.0,700000.0
1510.0,2.0,449000.0
4750.0,6.0,487000.0
1100.0,3.0,215000.0
1370.0,4.0,255500.0
1260.0,2.0,485000.0
2170.0,5.0,750500.0
4600.0,4.0,800000.0
3970.0,5.0,811500.0
1350.0,2.0,330000.0
3920.0,4.0,1650000.0
1870.0,3.0,340000.0
2190.0,4.0,320000.0
1720.0,3.0,500000.0
3260.0,4.0,715000.0
1550.0,3.0,359000.0
1250.0,4.0,445000.0
1850.0,4.0,540000.0
2220.0,2.0,1430000.0
2040.0,4.0,675000.0
1110.0,2.0,665000.0
1720.0,3.0,323000.0
1130.0,2.0,443000.0
720.0,2.0,333000.0
1690.0,3.0,345000.0
1390.0,3.0,469000.0
2424.0,3.0,375000.0
4240.0,5.0,442500.0
1870.0,5.0,450000.0
2320.0,4.0,1200000.0
1790.0,2.0,560000.0
1920.0,3.0,549000.0
2490.0,4.0,704000.0
830.0,2.0,329445.0
1570.0,2.0,695000.0
1200.0,3.0,234000.0
2330.0,5.0,362500.0
1320.0,3.0,535000.0
1150.0,3.0,221000.0
1040.0,3.0,200000.0
1200.0,3.0,228950.0
1560.0,4.0,270000.0
3090.0,3.0,938000.0
1960.0,3.0,300000.0
1572.0,3.0,299000.0
1900.0,2.0,650000.0
3330.0,4.0,911100.0
1140.0,3.0,294570.0
1680.0,3.0,289000.0
1300.0,3.0,374990.0
2390.0,3.0,640000.0
1380.0,3.0,380000.0
1220.0,4.0,418000.0
2390.0,3.0,790000.0
2770.0,3.0,679000.0
1540.0,4.0,345000.0
4920.0,4.0,1040000.0
1570.0,3.0,359950.0
980.0,3.0,657500.0
1610.0,4.0,235000.0
1870.0,3.0,355000.0
1020.0,3.0,625000.0
2700.0,5.0,935000.0
2010.0,5.0,475000.0
1640.0,3.0,234000.0
2550.0,4.0,612500.0
1900.0,3.0,385000.0
2960.0,6.0,650000.0
1990.0,3.0,760500.0
2240.0,4.0,530000.0
3040.0,4.0,620000.0
3160.0,4.0,452100.0
1070.0,3.0,500000.0
2210.0,4.0,330000.0
3790.0,4.0,875000.0
2000.0,3.0,560000.0
2130.0,3.0,397500.0
1740.0,3.0,269900.0
2330.0,4.0,480000.0
2500.0,5.0,799000.0
1010.0,3.0,200000.0
3400.0,3.0,825000.0
2940.0,4.0,530000.0
2180.0,5.0,470000.0
1940.0,3.0,630000.0
2070.0,4.0,262000.0
950.0,3.0,435000.0
2570.0,5.0,449000.0
2450.0,4.0,760000.0
1850.0,3.0,218000.0
1450.0,2.0,245000.0
2680.0,4.0,390000.0
2040.0,3.0,435000.0
1400.0,4.0,259950.0
2540.0,4.0,990000.0
1950.0,4.0,565000.0
1830.0,3.0,495000.0
1820.0,3.0,469950.0
1780.0,3.0,370000.0
1820.0,4.0,330000.0
2870.0,3.0,802000.0
1270.0,3.0,467000.0
1180.0,3.0,193000.0
2130.0,4.0,580000.0
2600.0,5.0,628000.0
1370.0,3.0,720000.0
2000.0,3.0,367000.0
2880.0,4.0,710000.0
1880.0,4.0,324900.0
1660.0,3.0,638000.0
1820.0,3.0,489950.0
4030.0,3.0,1310000.0
1450.0,4.0,440000.0
2280.0,2.0,752500.0
1250.0,3.0,318000.0
